work_order_id,appointment_id,customer_id,vehicle_id,opened_at,closed_at,status,advisor,assigned_tech,priority,odometer,symptom,cause,correction,labor_hours,labor_sale,parts_sale,shop_supplies,sublet_sale,discount,tax,total,approval_state,payment_state,invoice_number,tags,notes
WO-400092,APPT-300623,CUST-101050,VEH-201681,2024-02-22T07:27,2024-02-25T19:27,completed,Leo Nguyen,Elijah Green,urgent,91757,Grinding brakes,Pads below spec,Installed battery,10.3,1881.37,1210.47,12.17,0,0,155.2,3259.21,not_required,unpaid,INV-500092,"upsell, fleet",Fleet billing
WO-400093,APPT-300814,CUST-101765,VEH-201205,2025-06-30T03:51,2025-07-01T16:51,invoiced,Jack Miller,Layla Perez,urgent,327548,ABS light,Battery failed load test,Replaced front pads/rotors,11.6,1540.99,2378.44,68.6,499.65,0,224.38,4712.06,not_required,partial,INV-500093,"brakes, diag, comeback-risk",
WO-400094,APPT-300798,CUST-101789,VEH-202300,2023-12-05T04:47,2023-12-08T23:47,awaiting_approval,Mason Wilson,Finn Green,normal,311066,CEL on,,Installed battery,3.3,598.24,1789.29,73.7,709.2,0,158.52,3328.95,pending,partial,,"waiter, diag",Needs comeback follow-up
WO-400095,,CUST-101271,VEH-201725,2024-12-28T07:12,2025-01-01T15:12,invoiced,Mia Thomas,Elijah Ramirez,normal,355318,Pulling left,Battery failed load test,Replaced front pads/rotors,8.8,1062.73,1856.75,41.21,0,0,148.03,3108.72,approved,paid,INV-500095,"waiter, fleet",
WO-400096,APPT-300363,CUST-101729,VEH-201630,2024-04-19T03:58,2024-04-20T04:58,closed,Kaitlyn Rodriguez,Amelia Rodriguez,normal,38956,PM due,Front tires cupped,Performed PM service,0.8,126.84,1315.77,26.86,0,0,73.47,1542.94,declined,unpaid,INV-500096,"brakes, waiter, diag",Legacy WO imported from old DMS
WO-400097,,CUST-100722,VEH-200046,2025-02-16T12:18,2025-02-19T12:18,completed,Jack Sanchez,Avery Perez,urgent,336785,Pulling left,Loose tie rod,Replaced front pads/rotors,11.0,1543.61,103.75,1.89,0,0,82.46,1731.71,pending,partial,INV-500097,"waiter, brakes",Fleet billing
WO-400098,,CUST-100992,VEH-201070,2025-01-18T08:07,2025-01-19T19:07,awaiting_approval,Mikayla Allen,,urgent,89872,ABS light,,Replaced hose and topped coolant,15.0,1913.0,1157.57,87.15,130.82,0,164.43,3452.97,pending,written_off,INV-500098,"upsell, fleet, brakes",Fleet billing
WO-400099,,CUST-100978,VEH-202050,2024-05-18T21:21,2024-05-23T18:21,completed,Ella Jones,Sophia Rodriguez,high,219050,ABS light,Battery failed load test,Diagnosed wiring fault,5.7,1053.37,255.83,2.22,0,0,65.57,1376.99,not_required,paid,INV-500099,,Customer approved by text
WO-400100,APPT-300590,CUST-100155,VEH-202006,2024-09-22T01:55,2024-09-23T05:55,awaiting_approval,Leo Moore,Edward Taylor,urgent,224734,Grinding brakes,,Installed battery,7.3,1124.93,97.14,2.78,0,0,61.24,1286.09,approved,paid,INV-500100,diag,Customer approved by text
WO-400101,APPT-300155,CUST-100262,VEH-200983,2024-04-04T17:45,2024-04-08T01:45,awaiting_approval,Finn Clark,,normal,72529,Vibration,P0420 stored,Replaced front pads/rotors,4.1,716.94,957.26,61.98,0,0,86.81,1822.99,pending,partial,INV-500101,fleet,Legacy WO imported from old DMS
WO-400102,,CUST-101184,VEH-202007,2024-03-28T04:05,2024-03-29T06:05,invoiced,Scarlett Young,Kaitlyn Young,high,140349,CEL on,Loose tie rod,Recommended tires,15.5,1879.0,7.07,0.26,0,0,94.32,1980.65,pending,paid,INV-500102,,
WO-400103,,CUST-101663,VEH-200339,2024-03-21T21:30,2024-03-22T22:30,awaiting_approval,Lucas Taylor,Aiden White,high,93737,Pulling left,P0420 stored,Recommended tires,2.0,311.5,462.38,27.69,0,0,40.08,841.65,approved,written_off,INV-500103,"comeback-risk, pm",
WO-400104,,CUST-100366,VEH-201115,2024-06-10T23:49,2024-06-14T06:49,completed,Charlotte Torres,Mason Robinson,urgent,358466,Vibration,P0420 stored,Replaced front pads/rotors,15.0,2048.2,231.15,5.18,0,0,114.23,2398.76,not_required,unpaid,,"upsell, fleet, pm",Fleet billing
WO-400105,APPT-300022,CUST-100787,VEH-202372,2024-03-28T12:17,2024-04-01T11:17,invoiced,Riley Jones,Zoey Wright,urgent,401728,PM due,Battery failed load test,Replaced front pads/rotors,10.4,1637.59,109.09,5.62,479.94,20.62,110.58,2322.2,pending,unpaid,INV-500105,"fleet, upsell",Customer approved by text
WO-400106,,CUST-101702,VEH-201212,2026-01-21T07:43,2026-01-22T20:43,invoiced,Oliver Moore,,low,288832,Overheating,Pads below spec,Recommended tires,1.8,310.87,2385.78,46.13,0,0,137.14,2879.92,declined,paid,INV-500106,"comeback-risk, upsell",Needs comeback follow-up
WO-400107,,CUST-101449,VEH-201401,2025-02-20T05:29,2025-02-21T14:29,closed,Abigail Young,Jack Davis,urgent,276072,PM due,Front tires cupped,Replaced front pads/rotors,12.7,1927.48,2098.34,60.27,0,133.5,197.63,4150.22,pending,partial,INV-500107,"pm, waiter, comeback-risk",Needs comeback follow-up
WO-400108,APPT-300633,CUST-100073,VEH-201048,2026-02-22T07:16,2026-02-23T03:16,closed,Oliver Thomas,Oliver Taylor,high,334558,Vibration,Battery failed load test,Recommended tires,1.8,293.33,2375.52,30.3,0,48.89,132.51,2782.77,approved,partial,,,Legacy WO imported from old DMS
WO-400109,,CUST-100485,VEH-200460,2024-08-21T15:23,2024-08-23T12:23,closed,Hudson Hill,,low,317814,Grinding brakes,Front tires cupped,Replaced hose and topped coolant,14.3,1826.75,655.9,38.85,0,0,126.08,2647.58,not_required,unpaid,INV-500109,pm,Customer approved by text
WO-400110,,CUST-100285,VEH-201736,2024-02-08T01:33,2024-02-12T09:33,closed,Logan Moore,,normal,77568,Overheating,Loose tie rod,Recommended tires,10.4,1376.89,2368.79,142.87,533.4,0,221.1,4643.05,not_required,partial,INV-500110,diag,
WO-400111,APPT-300057,CUST-100858,VEH-201981,2024-10-25T20:53,2024-10-29T13:53,closed,Mateo Brown,,low,209781,Overheating,P0420 stored,Installed battery,1.6,252.77,2244.51,179.1,0,142.02,126.72,2661.08,not_required,partial,,"upsell, pm, brakes",Legacy WO imported from old DMS
WO-400112,APPT-300425,CUST-100148,VEH-201561,2024-02-06T03:45,,invoiced,Layla Walker,Mikayla Anderson,high,86360,Vibration,,Diagnosed wiring fault,2.1,379.35,1462.55,60.39,0,59.67,92.13,1934.75,declined,written_off,INV-500112,pm,
WO-400113,,CUST-101139,VEH-201241,2024-10-30T12:10,2024-11-03T06:10,awaiting_approval,Amelia Allen,Jack Thompson,normal,154689,CEL on,Front tires cupped,Replaced hose and topped coolant,5.2,714.33,47.49,0.51,0,77.57,34.24,719.0,pending,written_off,INV-500113,,
WO-400114,APPT-300177,CUST-101582,VEH-202268,2026-01-04T19:52,2026-01-07T01:52,awaiting_approval,Edward Wright,,normal,275004,Oil life low,,Replaced front pads/rotors,5.3,952.87,601.72,24.49,0,9.59,78.47,1647.96,not_required,partial,INV-500114,,Fleet billing
WO-400115,APPT-300110,CUST-100740,VEH-201628,2024-01-14T20:57,2024-01-15T07:57,awaiting_approval,Logan Baker,Jack Wilson,urgent,234924,Oil life low,P0420 stored,Recommended tires,13.1,2163.69,1020.58,80.15,0,0,163.22,3427.64,approved,paid,INV-500115,upsell,Needs comeback follow-up
WO-400116,,CUST-100633,VEH-202107,2024-02-16T06:39,2024-02-17T03:39,invoiced,Finn Harris,Harper Wilson,high,132379,ABS light,Loose tie rod,Diagnosed wiring fault,15.5,1945.66,209.63,11.68,0,0,108.35,2275.32,not_required,unpaid,INV-500116,"diag, brakes, waiter",Needs comeback follow-up
WO-400117,,CUST-100012,VEH-201031,2025-08-03T20:07,,closed,Liam Miller,Noah Torres,normal,412540,CEL on,,Performed PM service,1.2,175.54,894.62,54.97,273.04,0,69.91,1468.08,pending,paid,INV-500117,"pm, fleet",Needs comeback follow-up
WO-400118,APPT-300401,CUST-101130,VEH-201597,2024-08-06T17:33,2024-08-06T18:33,closed,Harper Smith,,low,48992,Oil life low,Front tires cupped,Recommended tires,4.9,663.73,235.99,2.33,0,0,45.1,947.15,approved,written_off,INV-500118,diag,Customer approved by text
WO-400119,APPT-300011,CUST-101794,VEH-202238,2026-04-04T03:41,2026-04-08T03:41,completed,Abigail Wilson,James Rodriguez,urgent,403642,PM due,Pads below spec,Diagnosed wiring fault,5.6,811.2,1600.17,89.79,0,0,125.06,2626.22,declined,paid,INV-500119,"comeback-risk, upsell",Legacy WO imported from old DMS
WO-400120,APPT-300135,CUST-101270,VEH-201857,2025-06-05T00:53,2025-06-06T09:53,closed,Owen Martinez,Zoey Wright,urgent,243467,PM due,,Installed battery,4.4,805.06,992.85,18.81,0,0,90.84,1907.56,declined,unpaid,,"upsell, diag",Needs comeback follow-up
WO-400121,,CUST-101717,VEH-201053,2025-04-28T05:20,2025-04-30T09:20,awaiting_approval,Amelia Thomas,Jack Torres,low,219944,Oil life low,Front tires cupped,Recommended tires,9.7,1311.45,1198.19,18.39,0,0,126.4,2654.43,approved,paid,INV-500121,"diag, pm",Needs comeback follow-up
WO-400122,APPT-300739,CUST-101221,VEH-200971,2025-01-31T18:52,2025-02-01T17:52,completed,Zoey Nguyen,Emma Sanchez,urgent,199095,Pulling left,Pads below spec,Replaced front pads/rotors,1.4,177.31,1856.82,99.11,0,0,106.66,2239.9,not_required,written_off,INV-500122,"brakes, comeback-risk, diag",Legacy WO imported from old DMS
WO-400123,APPT-300733,CUST-101618,VEH-202118,2024-12-24T17:40,2024-12-25T10:40,completed,Hudson Scott,Aiden Green,urgent,224113,Overheating,Coolant leak at upper hose,,12.1,1779.66,1123.98,42.38,0,0,147.3,3093.32,approved,paid,INV-500123,"comeback-risk, waiter, diag",Legacy WO imported from old DMS
WO-400124,APPT-300518,CUST-100856,VEH-201467,2025-05-15T21:26,2025-05-17T01:26,closed,Emma Clark,Finn Baker,low,172270,Oil life low,,Recommended tires,9.0,1501.41,679.04,52.33,0,0,111.64,2344.42,pending,partial,,,Customer approved by text
WO-400125,,CUST-101093,VEH-201956,2026-01-24T21:25,2026-01-28T04:25,awaiting_approval,Logan Anderson,Edward Perez,normal,199936,Grinding brakes,Loose tie rod,Replaced hose and topped coolant,9.7,1187.41,306.22,6.53,0,0,75.01,1575.17,approved,paid,,diag,Customer approved by text
WO-400126,,CUST-101084,VEH-201998,2025-11-10T02:45,2025-11-11T16:45,invoiced,Wyatt Johnson,,high,71461,Oil life low,Battery failed load test,Replaced hose and topped coolant,6.7,814.86,1577.61,9.32,0,0,120.09,2521.88,approved,paid,INV-500126,,Needs comeback follow-up
WO-400127,,CUST-101710,VEH-202457,2025-08-07T13:44,2025-08-11T05:44,completed,Wyatt Nelson,Liam Moore,high,194828,Pulling left,Loose tie rod,,11.4,1386.64,1833.03,133.0,0,76.52,163.81,3439.96,pending,unpaid,INV-500127,"diag, pm",Customer approved by text
WO-400128,,CUST-101023,VEH-202294,2026-03-26T06:08,2026-03-27T08:08,completed,Mila Hill,Aiden Hill,high,216841,Pulling left,Front tires cupped,Performed PM service,11.7,1636.73,1744.89,94.38,0,0,173.8,3649.8,pending,partial,INV-500128,brakes,Fleet billing
WO-400129,APPT-300337,CUST-100208,VEH-202168,2025-01-05T22:32,,completed,Emma Lee,Owen Davis,normal,219105,Oil life low,Coolant leak at upper hose,Replaced hose and topped coolant,4.3,653.1,1318.33,48.11,0,0,100.98,2120.52,not_required,partial,INV-500129,,Needs comeback follow-up
WO-400130,,CUST-101536,VEH-201681,2025-03-18T16:34,2025-03-23T11:34,completed,Kaitlyn Wright,Mila Baker,normal,49425,CEL on,P0420 stored,Replaced hose and topped coolant,11.2,1696.92,1506.2,116.71,0,0,165.99,3485.82,pending,unpaid,INV-500130,"fleet, upsell, comeback-risk",Needs comeback follow-up
WO-400131,,CUST-100254,VEH-201720,2025-11-13T06:10,2025-11-16T09:10,closed,Amelia Harris,Aiden Jones,normal,85069,PM due,,Replaced front pads/rotors,10.0,1773.41,310.18,23.0,0,0,105.33,2211.92,approved,unpaid,INV-500131,waiter,Legacy WO imported from old DMS
WO-400132,,CUST-100112,VEH-202040,2024-07-26T03:09,2024-07-26T20:09,invoiced,Jade Smith,Harper Miller,low,355503,PM due,Coolant leak at upper hose,Installed battery,10.0,1659.69,495.64,20.67,156.36,0,116.62,2448.98,approved,paid,INV-500132,"pm, fleet, upsell",
WO-400133,APPT-300463,CUST-101240,VEH-200326,2023-11-23T13:35,2023-11-26T19:35,closed,Kaitlyn Baker,,urgent,180437,No crank,,Installed battery,9.7,1342.84,917.11,58.63,0,0,115.93,2434.51,not_required,paid,INV-500133,pm,Customer approved by text
WO-400134,APPT-300359,CUST-100982,VEH-200220,2026-03-26T22:44,2026-03-29T13:44,invoiced,Riley Lewis,Amelia Hill,high,87377,Vibration,Pads below spec,Replaced hose and topped coolant,4.1,731.39,280.24,8.88,0,0,51.03,1071.54,declined,paid,,fleet,Legacy WO imported from old DMS
WO-400135,,CUST-100247,VEH-202499,2025-10-18T13:24,2025-10-19T04:24,invoiced,Jade Brown,Mateo Rodriguez,low,352147,Vibration,Front tires cupped,Replaced hose and topped coolant,3.6,632.2,891.78,9.46,0,0,76.67,1610.11,declined,paid,INV-500135,diag,Needs comeback follow-up
WO-400136,,CUST-100874,VEH-200441,2024-06-25T13:10,2024-06-28T02:10,closed,Ella Nguyen,Elijah White,high,315716,ABS light,Coolant leak at upper hose,,4.8,635.94,2020.57,90.2,0,0,137.34,2884.05,declined,partial,,"upsell, fleet",Customer approved by text
WO-400137,,CUST-100677,VEH-201261,2025-05-15T01:53,2025-05-17T11:53,invoiced,Amelia Nelson,Finn Martinez,low,345135,Overheating,Battery failed load test,Installed battery,6.5,820.21,793.54,21.29,0,36.08,79.95,1678.91,declined,partial,INV-500137,brakes,Customer approved by text
WO-400138,,CUST-100046,VEH-202432,2025-07-10T02:34,2025-07-12T21:34,invoiced,Aiden Hill,Riley Clark,low,352913,Overheating,,Diagnosed wiring fault,10.9,1313.78,955.88,54.84,0,0,116.23,2440.73,declined,written_off,INV-500138,,
WO-400139,,CUST-100326,VEH-201844,2025-04-30T05:58,2025-05-03T16:58,awaiting_approval,Ava Lewis,Layla Martin,low,256498,Grinding brakes,Battery failed load test,Performed PM service,7.5,1054.72,450.77,15.59,0,0,76.05,1597.13,declined,written_off,INV-500139,,
WO-400140,APPT-300048,CUST-101321,VEH-202130,2025-07-05T15:25,2025-07-08T23:25,closed,Jade Young,Evelyn Adams,urgent,101353,Pulling left,Coolant leak at upper hose,Performed PM service,1.1,130.88,1124.95,83.14,0,0,66.95,1405.92,not_required,unpaid,INV-500140,waiter,
WO-400141,APPT-300389,CUST-100855,VEH-200580,2026-02-02T22:47,2026-02-05T03:47,closed,Maya Torres,Jack Taylor,low,91940,No crank,,Replaced front pads/rotors,5.4,646.95,2189.6,110.34,0,0,147.34,3094.23,pending,partial,INV-500141,,Legacy WO imported from old DMS
WO-400142,,CUST-100288,VEH-201043,2025-08-11T14:51,2025-08-13T23:51,awaiting_approval,Jack Taylor,Hudson Lewis,urgent,342712,Pulling left,,Diagnosed wiring fault,14.2,2040.91,1172.22,79.86,0,0,164.65,3457.64,declined,partial,INV-500142,,Legacy WO imported from old DMS
WO-400143,APPT-300877,CUST-101051,VEH-200364,2025-07-25T00:00,,invoiced,Maya Williams,,urgent,283717,No crank,Battery failed load test,Replaced hose and topped coolant,9.2,1563.12,977.83,17.05,0,0,127.9,2685.9,declined,unpaid,INV-500143,"upsell, comeback-risk",
WO-400144,APPT-300466,CUST-101474,VEH-201699,2024-05-22T08:34,2024-05-24T16:34,awaiting_approval,Mikayla Rodriguez,Layla Thompson,urgent,41820,Pulling left,,Performed PM service,11.0,1737.54,497.78,15.65,0,0,112.55,2363.52,pending,written_off,,diag,Needs comeback follow-up
WO-400145,APPT-300155,CUST-100292,VEH-200883,2024-09-08T01:34,2024-09-11T05:34,invoiced,Elijah Wright,Ella King,high,2836,Overheating,,Replaced hose and topped coolant,4.3,506.89,417.35,23.42,0,70.28,43.87,921.25,pending,unpaid,INV-500145,"fleet, upsell, pm",Needs comeback follow-up
WO-400146,,CUST-101744,VEH-201217,2024-04-25T04:51,2024-04-25T18:51,completed,Hudson Torres,Mateo Ramirez,normal,31105,Oil life low,P0420 stored,Replaced front pads/rotors,6.7,969.07,1616.4,104.1,0,0,134.48,2824.05,pending,written_off,,"upsell, diag, brakes",
WO-400147,APPT-300690,CUST-100176,VEH-201382,2025-12-26T21:54,2025-12-30T11:54,awaiting_approval,Layla Thompson,Ava Brown,low,29002,Oil life low,Front tires cupped,Replaced front pads/rotors,13.4,2048.17,1445.39,111.3,0,0,180.24,3785.1,declined,written_off,INV-500147,"waiter, fleet",Fleet billing
WO-400148,APPT-300379,CUST-101574,VEH-201264,2026-02-09T02:37,2026-02-10T23:37,closed,Wyatt Thomas,Liam Martinez,urgent,107156,No crank,,Installed battery,14.4,2066.26,795.78,3.74,0,0,143.29,3009.07,not_required,partial,INV-500148,,Customer approved by text
WO-400149,,CUST-100909,VEH-201325,2023-11-17T21:51,2023-11-21T07:51,invoiced,James Lee,,low,373605,ABS light,Loose tie rod,Replaced front pads/rotors,3.7,499.94,678.31,40.3,0,0,60.93,1279.48,declined,unpaid,INV-500149,,Customer approved by text
WO-400150,,CUST-101505,VEH-201626,2024-04-20T23:05,2024-04-23T04:05,invoiced,Sophia Hill,Finn Sanchez,urgent,1267,ABS light,Loose tie rod,Diagnosed wiring fault,10.1,1203.93,2189.84,137.39,0,0,176.56,3707.72,not_required,unpaid,INV-500150,brakes,Customer approved by text
WO-400151,,CUST-100802,VEH-200487,2025-07-10T17:53,2025-07-14T16:53,invoiced,Liam Hill,,low,374198,Overheating,,Replaced hose and topped coolant,15.8,2062.71,503.2,1.24,0,0,128.36,2695.51,not_required,partial,INV-500151,"pm, comeback-risk, brakes",Fleet billing
WO-400152,,CUST-100723,VEH-201333,2025-08-02T01:58,2025-08-03T05:58,completed,Leo Perez,Maya Green,normal,36370,Pulling left,Pads below spec,Recommended tires,11.0,1354.33,198.17,14.03,0,0,78.33,1644.86,pending,partial,INV-500152,"brakes, waiter, fleet",Needs comeback follow-up
WO-400153,APPT-300255,CUST-100144,VEH-201269,2023-11-19T05:19,,awaiting_approval,Jack Williams,Mia Baker,low,272048,Grinding brakes,Battery failed load test,,1.5,243.09,1488.2,89.92,0,10.05,90.56,1901.72,approved,paid,INV-500153,"fleet, upsell",Needs comeback follow-up
WO-400154,,CUST-101405,VEH-201553,2025-06-26T16:04,2025-06-29T10:04,closed,Lucas Miller,Jade White,normal,392285,Oil life low,Pads below spec,Replaced hose and topped coolant,6.6,1046.09,1455.94,17.97,0,0,126.0,2646.0,pending,partial,INV-500154,"brakes, upsell",Customer approved by text
WO-400155,,CUST-100685,VEH-201488,2024-01-13T22:49,2024-01-15T05:49,completed,Liam Wilson,Oliver Johnson,normal,58053,Grinding brakes,Coolant leak at upper hose,Installed battery,9.6,1484.67,1310.61,72.42,0,0,143.38,3011.08,approved,paid,INV-500155,waiter,Fleet billing
WO-400156,,CUST-100876,VEH-200034,2024-03-10T21:45,2024-03-12T06:45,completed,Jack Anderson,Sophia Smith,high,128863,Pulling left,Pads below spec,Diagnosed wiring fault,7.2,847.69,1238.34,88.75,0,0,108.74,2283.52,not_required,partial,INV-500156,"fleet, diag, waiter",Needs comeback follow-up
WO-400157,,CUST-101329,VEH-200341,2024-07-09T12:53,2024-07-09T18:53,invoiced,Ella Allen,Evelyn Robinson,normal,5661,Oil life low,Loose tie rod,Recommended tires,1.2,153.0,866.93,20.44,0,0,52.02,1092.39,declined,paid,INV-500157,,Fleet billing
WO-400158,,CUST-100445,VEH-200539,2025-09-11T17:05,2025-09-16T16:05,invoiced,Edward Thomas,Ava Thomas,high,147606,Grinding brakes,Loose tie rod,,6.0,1043.84,893.87,18.7,0,0,97.82,2054.23,approved,partial,INV-500158,"comeback-risk, fleet, waiter",Legacy WO imported from old DMS
WO-400159,APPT-300185,CUST-101081,VEH-200342,2024-12-11T08:53,2024-12-14T03:53,invoiced,Riley Lee,Kaitlyn Adams,high,341907,Overheating,P0420 stored,Recommended tires,14.5,2483.18,1189.89,92.47,0,0,188.28,3953.82,declined,paid,INV-500159,"brakes, diag, upsell",Fleet billing
WO-400160,APPT-300496,CUST-101088,VEH-200065,2026-04-06T11:54,2026-04-06T20:54,closed,Harper Garcia,James Nelson,high,382240,Oil life low,Loose tie rod,Recommended tires,15.7,2002.46,301.73,22.63,0,0,116.34,2443.16,pending,unpaid,INV-500160,upsell,Fleet billing
WO-400161,APPT-300087,CUST-101581,VEH-200602,2025-11-15T12:59,,completed,Lucas Nelson,Logan Martin,high,369382,Grinding brakes,P0420 stored,Replaced hose and topped coolant,13.4,2381.11,195.8,0.41,0,0,128.87,2706.19,pending,paid,INV-500161,brakes,Fleet billing
WO-400162,,CUST-100124,VEH-201211,2026-03-05T11:33,2026-03-07T03:33,closed,Mikayla Taylor,Jade Wilson,normal,47857,Vibration,Front tires cupped,Replaced hose and topped coolant,9.5,1491.02,1955.57,33.84,0,0,174.02,3654.45,approved,partial,INV-500162,brakes,Legacy WO imported from old DMS
WO-400163,APPT-300828,CUST-101753,VEH-200818,2026-03-10T05:53,2026-03-14T15:53,closed,Scarlett Allen,Lucas Robinson,low,311641,Oil life low,Battery failed load test,Performed PM service,14.7,1868.21,1472.09,46.51,0,0,169.34,3556.15,not_required,partial,INV-500163,"pm, diag, upsell",Fleet billing
WO-400164,APPT-300574,CUST-100282,VEH-200634,2025-03-05T20:10,2025-03-05T21:10,completed,Charlotte Davis,Riley Thompson,high,41238,ABS light,P0420 stored,Recommended tires,3.8,478.14,1467.47,22.78,0,0,98.42,2066.81,approved,unpaid,INV-500164,"fleet, diag",Customer approved by text
WO-400165,,CUST-100662,VEH-200314,2023-10-27T21:46,2023-11-01T18:46,invoiced,Jack Sanchez,,normal,374631,PM due,,Recommended tires,0.8,137.83,149.49,2.85,0,0,14.51,304.68,not_required,paid,,upsell,Fleet billing
