part_number,vendor_id,brand,description,category,unit_cost,sell_price,qty_on_hand,qty_reserved,reorder_point,location_bin,core_charge,taxable,active,supersedes_part_number,barcode,notes,last_received_at
LIG-92788,VEND-001,Wagner,Starter,Lighting,363.6,41.13,62,2,29,TIRE-CAGE,0,true,true,,259720621967,Special order only,2026-04-03T13:30
BOD-18169,VEND-009,Moog,Battery 94R,Body,126.42,930.99,36,11,7,,0,true,false,,138164645008,,2026-03-07T13:30
TIR-41527,VEND-002,OEM,Starter,Tires,267.52,160.84,61,14,29,TIRE-CAGE,117.76,true,false,OLD-4349,992836833188,Negative qty from bad count,01/08/2026
FLU-94738,VEND-007,Moog,Cabin air filter,Fluids,195.18,594.98,101,11,26,TIRE-CAGE,82.72,true,false,,158337246185,,03/17/2026
SUS-28776,VEND-008,ACDelco,Oil filter,Suspension,318.22,943.74,47,2,8,A-2-32,0,true,true,,265075598385,Legacy duplicate SKU?,2025-08-13
LIG-29884,VEND-002,OEM,Engine air filter,Lighting,549.93,243.46,116,9,0,B-4-11,0,false,false,,,Core tracked externally,2024-08-31
SUS-53646,VEND-001,FleetGuard,Starter,Suspension,53.23,195.28,21,1,25,TIRE-CAGE,0,true,true,,,Special order only,06/06/2024
BRA-57327,VEND-009,NAPA,Wheel seal kit,Brakes,602.55,760.45,112,3,28,,0,false,true,,679296077604,Negative qty from bad count,2025-12-29 13:30:28
TIR-79815,VEND-004,Moog,Spark plugs set,Tires,60.29,453.1,98,7,8,A-9-21,0,true,false,,,Negative qty from bad count,2025-12-11T13:30
STE-78885,VEND-008,Moog,Starter,Steering,366.65,1120.49,120,7,28,TIRE-CAGE,0,true,true,,,,2024-06-14T13:30
BRA-98334,VEND-004,OEM,Brake pad set rear,Brakes,51.53,875.61,42,15,16,TIRE-CAGE,0,true,false,,572711059682,Special order only,2024-09-26 13:30:28
TIR-82755,VEND-001,FleetGuard,DEF fluid 9.46L,Tires,305.79,963.39,4,12,11,FLUID-RACK,0,true,true,,645921593750,Special order only,2026-02-20
HVA-24976,VEND-010,Denso,Headlamp bulb,HVAC,266.87,616.6,78,10,17,A-8-35,0,true,true,,575994136618,,2025-07-28T13:30
HVA-63630,VEND-005,FleetGuard,Battery 94R Premium,HVAC,79.44,48.08,3,1,9,B-5-3,21.42,true,true,,775974030694,Special order only,2024-10-08
FLU-88085,VEND-006,OEM,Battery 94R,Fluids,477.16,72.99,64,4,16,A-12-27,0,true,true,,,Special order only,2025-06-16T13:30
BEL-63477,VEND-005,FleetGuard,Battery 94R,Belts,240.36,320.72,101,2,13,FLUID-RACK,84.34,true,true,,,Core tracked externally,2025-11-17
LIG-89653,VEND-007,Motorcraft,Shock absorber,Lighting,98.18,743.92,45,3,30,FLUID-RACK,0,true,false,,,Core tracked externally,2024-11-21T13:30
FLU-73481,VEND-002,Denso,Spark plugs set HD,Fluids,356.83,483.19,70,13,13,,0,false,false,,115920675737,,2025-07-10
HOS-10964,VEND-001,FleetGuard,Tie rod end,Hoses,355.24,197.18,113,11,4,TIRE-CAGE,37.59,true,true,,507281444551,Legacy duplicate SKU?,2024-04-30T13:30
BRA-11799,VEND-006,OEM,Headlamp bulb HD,Brakes,591.14,598.27,72,10,19,A-6-12,53.94,true,true,,,Legacy duplicate SKU?,2026-03-26
ENG-69607,VEND-005,Wagner,Brake pad set front,Engine,369.77,966.67,62,1,16,A-2-11,0,true,true,OLD-7542,981913844269,,2025-10-07
STE-36031,VEND-004,Motorcraft,Engine air filter,Steering,456.64,629.48,10,7,26,A-6-40,0,true,true,,272772005399,Core tracked externally,2025-08-23T13:30
LIG-44070,VEND-005,FleetGuard,Headlamp bulb Economy,Lighting,408.97,424.48,16,3,28,A-3-32,0,true,false,,567990299684,Special order only,2025-08-12
BEL-57712,VEND-009,Motorcraft,Oil filter,Belts,537.74,689.36,109,6,26,TIRE-CAGE,0,true,true,,,Legacy duplicate SKU?,2026-02-26T13:30
ELE-70476,VEND-002,Wagner,Alternator,Electrical,521.52,629.47,85,1,11,A-3-35,0,true,true,,529252508542,,2026-01-18T13:30
STE-75259,VEND-003,Moog,Shock absorber,Steering,138.35,605.5,2,15,14,B-1-19,0,true,true,,052800281569,Negative qty from bad count,2025-09-20T13:30
SUS-71054,VEND-008,Denso,Engine air filter Premium,Suspension,275.56,235.72,5,12,26,A-1-28,0,true,true,,186437041153,Core tracked externally,2025-04-28T13:30
FLU-65707,VEND-006,NAPA,Alternator,Fluids,231.38,1109.15,49,12,9,A-5-26,0,true,true,,,Core tracked externally,2025-08-29 13:30:28
BEL-20406,VEND-007,OEM,Spark plugs set,Belts,205.99,1024.83,44,2,6,,0,false,true,,928003553809,Core tracked externally,2024-09-22T13:30
STE-78576,VEND-009,Monroe,Battery 94R Economy,Steering,550.7,8.45,10,5,12,FLUID-RACK,104.81,true,true,,532092901960,,2024-11-25 13:30:28
BRA-99504,VEND-008,Moog,Oil filter Economy,Brakes,291.56,9.13,1,7,25,B-7-20,0,true,false,,700316185814,Negative qty from bad count,2025-02-11T13:30
STE-80209,VEND-007,Wagner,Oil filter,Steering,128.19,634.3,68,1,30,TIRE-CAGE,0,true,false,,,Core tracked externally,08/22/2025
TIR-96020,VEND-009,Motorcraft,Engine air filter HD,Tires,380.67,416.07,81,12,11,B-6-16,0,true,false,OLD-3051,724947668444,Core tracked externally,2025-01-28
BRA-80885,VEND-005,Bosch,Battery 94R Premium,Brakes,147.14,287.92,89,12,14,B-6-14,0,true,true,,771608273707,Core tracked externally,2025-06-05T13:30
LIG-60936,VEND-006,Moog,Starter,Lighting,585.85,507.97,53,8,19,FLUID-RACK,0,true,true,,,Negative qty from bad count,12/05/2025
BOD-66516,VEND-007,Wagner,Oil filter,Body,464.57,957.11,90,8,6,A-12-20,0,true,true,,761631159951,Negative qty from bad count,2025-03-12T13:30
HOS-41773,VEND-007,Moog,Battery 94R,Hoses,140.98,382.82,102,5,30,TIRE-CAGE,0,false,false,,878459818322,,04/28/2025
ENG-85913,VEND-006,Motorcraft,Spark plugs set,Engine,622.75,526.6,81,4,8,B-6-24,0,false,true,OLD-3387,826528070881,Negative qty from bad count,04/25/2025
BEL-80785,VEND-003,ACDelco,Alternator,Belts,515.88,73.86,94,8,30,FLUID-RACK,0,true,true,OLD-9294,689044335381,Core tracked externally,2025-06-22 13:30:28
HVA-63450,VEND-006,Moog,Cabin air filter HD,HVAC,511.07,471.97,78,7,15,A-7-4,0,true,true,,496129719139,,2025-02-13T13:30
ENG-59690,VEND-002,Moog,Alternator Premium,Engine,519.01,125.96,4,8,14,A-8-21,0,true,true,,,,2025-04-26
FLU-57315,VEND-004,Moog,Shock absorber,Fluids,57.98,279.25,77,7,20,,0,true,true,,,Legacy duplicate SKU?,2025-03-25T13:30
BEL-45989,VEND-001,Monroe,DEF fluid 9.46L,Belts,559.24,646.51,87,7,7,A-8-35,0,true,false,,,Special order only,2026-03-06
BRA-86609,VEND-007,Wagner,Spark plugs set,Brakes,510.7,306.52,5,13,25,B-5-19,0,true,true,,532492067020,,02/26/2025
SUS-11669,VEND-002,Moog,Radiator hose upper Economy,Suspension,53.85,191.6,112,15,15,B-3-19,119.38,false,true,,825778868150,Negative qty from bad count,2024-06-24T13:30
BRA-10896,VEND-008,FleetGuard,Battery 94R,Brakes,489.84,675.48,28,4,12,A-2-11,83.14,true,true,,303434939375,Negative qty from bad count,06/17/2024
HOS-66954,VEND-001,OEM,Spark plugs set,Hoses,479.11,170.3,26,7,23,B-1-21,0,true,false,OLD-8063,,,2024-12-30T13:30
HOS-85266,VEND-008,Wagner,Brake pad set rear,Hoses,96.41,366.66,72,12,10,B-8-10,0,true,false,,804434919557,,2026-01-02T13:30
ELE-19092,VEND-010,Denso,Brake pad set rear HD,Electrical,646.9,14.6,117,14,9,FLUID-RACK,0,false,true,,,Legacy duplicate SKU?,2025-01-13T13:30
BOD-96608,VEND-005,Motorcraft,Engine air filter,Body,184.71,100.41,68,15,3,B-4-4,86.51,false,true,,,Legacy duplicate SKU?,2024-07-05T13:30
SUS-97609,VEND-002,ACDelco,Serpentine belt,Suspension,149.53,595.05,40,0,2,,0,true,true,,868285434824,Negative qty from bad count,2026-02-12
BRA-44507,VEND-010,Monroe,Headlamp bulb HD,Brakes,468.07,29.26,117,13,4,FLUID-RACK,0,true,false,,953646597583,Negative qty from bad count,11/13/2024
TIR-55416,VEND-006,Denso,Wheel seal kit,Tires,81.99,272.88,25,15,9,FLUID-RACK,106.55,false,true,,,Special order only,2025-08-07T13:30
ELE-45749,VEND-002,Monroe,Wheel seal kit,Electrical,595.16,924.53,98,2,15,B-3-5,0,true,true,,369636029098,Negative qty from bad count,2026-03-06T13:30
ENG-79054,VEND-001,OEM,Battery 94R,Engine,514.16,996.4,74,10,26,TIRE-CAGE,53.38,true,true,,840635295262,Special order only,2025-02-15T13:30
ENG-43476,VEND-010,Wagner,Alternator Economy,Engine,340.74,978.1,120,14,11,FLUID-RACK,93.13,true,true,,,Legacy duplicate SKU?,05/12/2025
LIG-52494,VEND-010,FleetGuard,Wheel seal kit,Lighting,220.29,199.34,70,5,1,,0,true,true,OLD-2763,559958407911,Legacy duplicate SKU?,2024-04-24 13:30:28
STE-98737,VEND-005,ACDelco,Shock absorber,Steering,628.5,126.8,79,7,18,A-1-20,0,true,true,,392765685964,Special order only,2024-06-12T13:30
LIG-54956,VEND-010,Bosch,Serpentine belt,Lighting,467.05,753.42,89,11,23,TIRE-CAGE,0,true,true,,550648623570,Legacy duplicate SKU?,2025-06-01T13:30
BRA-95125,VEND-007,NAPA,Brake pad set front,Brakes,359.72,636.48,84,10,6,B-4-21,0,true,false,,292837894503,Legacy duplicate SKU?,2024-06-29T13:30
BOD-96750,VEND-001,Denso,Serpentine belt Economy,Body,402.83,972.66,75,9,16,A-2-39,0,true,false,,882191563139,Core tracked externally,2025-07-26T13:30
HVA-33620,VEND-006,Bosch,Starter Economy,HVAC,568.57,215.57,61,2,13,B-8-8,0,true,false,,516249500086,,2025-12-31 13:30:28
LIG-64618,VEND-006,Motorcraft,Starter HD,Lighting,515.53,644.29,40,14,10,FLUID-RACK,0,false,true,,396732302955,Core tracked externally,2025-01-01
STE-87987,VEND-009,Motorcraft,Starter HD,Steering,449.82,269.17,74,12,26,FLUID-RACK,24.65,false,false,,304513571650,Special order only,2024-11-04T13:30
LIG-63464,VEND-008,OEM,Brake pad set rear,Lighting,132.52,210.95,55,6,2,TIRE-CAGE,0,true,true,OLD-7039,013785891064,Legacy duplicate SKU?,2026-04-09T13:30
BEL-26955,VEND-004,ACDelco,DEF fluid 9.46L,Belts,494.18,927.28,78,13,21,B-3-11,0,true,true,,909532021065,Core tracked externally,2025-10-30
FLU-62483,VEND-010,Motorcraft,Oil filter,Fluids,606.13,142.28,86,10,16,A-5-40,61.64,false,true,,442589080048,Core tracked externally,2024-10-12T13:30
BEL-96865,VEND-010,Motorcraft,Starter Premium,Belts,603.95,105.73,82,7,4,A-12-8,0,false,false,,214920576754,Core tracked externally,2025-05-18 13:30:28
BEL-76033,VEND-001,Wagner,Tie rod end,Belts,276.67,577.25,13,13,20,,0,true,true,,020090121236,Negative qty from bad count,2025-01-25T13:30
BRA-28775,VEND-006,Moog,Battery 94R,Brakes,51.57,229.7,37,3,12,B-4-23,0,true,true,,,Legacy duplicate SKU?,2024-12-05T13:30
ENG-62661,VEND-007,Monroe,Headlamp bulb,Engine,139.19,958.04,71,7,3,FLUID-RACK,0,false,true,,628744049704,Special order only,2025-10-03
STE-39634,VEND-004,Motorcraft,Serpentine belt,Steering,475.92,117.83,40,11,20,B-7-12,0,true,true,,004722386339,Legacy duplicate SKU?,2025-04-05
FIL-76540,VEND-010,ACDelco,Shock absorber,Filters,215.28,1133.15,78,1,1,B-7-24,0,true,true,,225273752805,Special order only,12/23/2024
LIG-98848,VEND-002,Moog,Wheel seal kit Premium,Lighting,578.17,325.66,0,15,14,B-6-6,0,false,true,,721801663866,Legacy duplicate SKU?,2025-10-24 13:30:28
BEL-45748,VEND-005,Motorcraft,Alternator HD,Belts,236.59,329.22,84,1,24,TIRE-CAGE,0,false,false,,653109266567,Special order only,07/24/2025
BRA-75219,VEND-003,Denso,Alternator,Brakes,251.26,490.76,93,5,8,B-3-21,0,true,false,,,Special order only,02/03/2025
BOD-81841,VEND-004,Moog,Oil filter,Body,289.92,463.8,73,4,29,TIRE-CAGE,0,true,true,,529871290442,Negative qty from bad count,2025-04-19T13:30
BOD-72621,VEND-009,Bosch,Cabin air filter,Body,183.04,114.7,19,9,23,,0,true,false,,132424666920,Legacy duplicate SKU?,2025-11-16T13:30
ELE-44825,VEND-010,FleetGuard,Brake pad set rear,Electrical,203.42,507.27,28,15,25,FLUID-RACK,28.84,true,true,,561836764359,Negative qty from bad count,2024-07-14T13:30
TIR-19553,VEND-005,Moog,Serpentine belt,Tires,268.04,213.77,99,11,17,B-4-8,0,true,true,,,Core tracked externally,06/19/2025
HVA-61775,VEND-010,Denso,Battery 94R Premium,HVAC,202.13,168.74,84,0,2,TIRE-CAGE,0,true,true,,944936262547,,04/05/2026
HVA-23581,VEND-007,OEM,Alternator HD,HVAC,84.21,386.4,106,4,27,B-2-5,7.9,true,true,,586009074317,Legacy duplicate SKU?,2025-10-12
HVA-32744,VEND-003,FleetGuard,Shock absorber HD,HVAC,257.06,194.64,87,4,8,A-7-11,0,true,true,OLD-5280,441122301195,Special order only,2025-09-15
BRA-35021,VEND-005,Wagner,Cabin air filter,Brakes,137.31,915.36,44,5,30,TIRE-CAGE,0,true,false,,144211109305,Special order only,2024-05-17T13:30
BOD-92381,VEND-002,NAPA,Cabin air filter,Body,23.92,73.5,5,2,9,A-12-29,0,true,false,,845224035632,Negative qty from bad count,2026-01-04
TIR-25202,VEND-006,Monroe,Battery 94R Economy,Tires,300.33,1071.05,109,10,21,A-6-18,62.73,true,false,,665003803185,Special order only,2025-08-25T13:30
BEL-14245,VEND-001,Motorcraft,Engine air filter,Belts,505.49,16.68,6,15,14,B-2-5,0,false,true,,,,10/19/2024
ENG-97339,VEND-002,Bosch,Starter HD,Engine,244.33,1015.72,15,14,6,FLUID-RACK,0,false,false,,061129390623,,2024-05-30T13:30
TIR-77208,VEND-007,Monroe,Oil filter,Tires,167.33,701.23,100,9,23,TIRE-CAGE,0,true,false,,147506638412,Special order only,2025-01-14T13:30
BEL-62675,VEND-009,FleetGuard,Serpentine belt HD,Belts,527.69,599.14,23,11,29,B-7-11,0,true,true,,361307457583,,2025-08-20 13:30:28
TIR-15744,VEND-010,Monroe,Brake pad set front,Tires,28.68,188.59,105,14,2,B-3-2,18.13,true,true,,443688703644,Legacy duplicate SKU?,2026-01-26T13:30
BEL-62693,VEND-008,Bosch,DEF fluid 9.46L,Belts,420.8,516.82,67,7,5,,0,true,false,,801404141763,Legacy duplicate SKU?,2026-03-10T13:30
FIL-32337,VEND-005,ACDelco,Wheel seal kit,Filters,288.4,109.0,118,10,18,B-8-1,119.15,false,false,,431130211330,Core tracked externally,2024-09-08 13:30:28
ELE-99089,VEND-006,Bosch,Brake pad set front,Electrical,327.89,277.41,93,3,15,B-7-15,0,true,false,,,Core tracked externally,2024-05-25
SUS-96630,VEND-006,Monroe,Shock absorber Economy,Suspension,163.13,566.6,54,9,18,FLUID-RACK,0,true,true,,401039820858,Legacy duplicate SKU?,2024-07-15 13:30:28
HOS-79299,VEND-008,Moog,Starter,Hoses,112.36,336.16,30,14,30,A-7-10,0,false,true,OLD-5719,015516749224,Negative qty from bad count,2026-02-19T13:30
STE-10174,VEND-002,NAPA,Oil filter,Steering,83.39,345.73,92,13,27,TIRE-CAGE,0,true,true,,997262675662,Core tracked externally,2024-11-11T13:30
ENG-19698,VEND-004,Moog,Brake pad set front,Engine,416.49,604.49,63,2,17,A-8-27,0,true,false,,712836431140,Special order only,2025-02-06
BEL-53638,VEND-008,ACDelco,Shock absorber,Belts,645.42,1113.11,6,0,26,FLUID-RACK,0,false,false,,138411650104,Negative qty from bad count,2025-12-09T13:30
STE-32244,VEND-004,Bosch,Battery 94R Premium,Steering,396.49,909.81,73,10,29,A-6-33,0,true,true,,,Legacy duplicate SKU?,2026-01-06
SUS-81467,VEND-006,ACDelco,Headlamp bulb Economy,Suspension,198.25,1123.03,20,6,13,,0,true,true,,568647849477,Core tracked externally,2025-12-10
BEL-86178,VEND-002,Wagner,Spark plugs set,Belts,276.53,672.32,23,4,8,,0,true,false,,,Negative qty from bad count,2025-03-17T13:30
ENG-97903,VEND-003,FleetGuard,Serpentine belt,Engine,83.1,88.96,61,9,13,,30.86,true,true,,210372106133,,2025-10-05T13:30
HOS-36634,VEND-003,Moog,Headlamp bulb,Hoses,472.68,1001.94,91,9,20,,0,false,true,,351573227478,Core tracked externally,2025-03-28 13:30:28
FLU-15891,VEND-004,Moog,Brake pad set rear,Fluids,353.17,1008.52,66,8,24,TIRE-CAGE,0,true,false,,631601711690,,2024-05-07T13:30
ELE-70484,VEND-008,Monroe,Tie rod end Premium,Electrical,580.3,346.7,6,13,28,,0,true,false,,440212467082,Legacy duplicate SKU?,02/12/2026
BEL-43356,VEND-005,Denso,Battery 94R Premium,Belts,649.98,429.11,91,3,15,,0,true,false,OLD-8300,966546712458,Legacy duplicate SKU?,2024-08-09T13:30
STE-43515,VEND-003,Bosch,Radiator hose upper,Steering,110.8,714.7,36,1,23,B-3-22,0,true,true,,023965763040,Negative qty from bad count,11/17/2024
ENG-28467,VEND-008,Wagner,Radiator hose upper Premium,Engine,96.52,1103.09,13,1,30,TIRE-CAGE,0,false,true,,692154168868,Negative qty from bad count,08/07/2024
BOD-42571,VEND-008,FleetGuard,DEF fluid 9.46L Premium,Body,535.54,734.35,17,3,3,TIRE-CAGE,0,false,false,,430629484017,Core tracked externally,2025-08-08T13:30
HVA-77579,VEND-001,FleetGuard,Starter Economy,HVAC,573.82,1047.75,49,2,29,A-9-2,37.36,true,true,OLD-2839,133732431887,,2024-06-28T13:30
BEL-13754,VEND-009,NAPA,Headlamp bulb HD,Belts,25.6,1010.37,23,14,7,FLUID-RACK,0,true,false,,,Core tracked externally,2025-04-14T13:30
HVA-23863,VEND-005,OEM,Alternator Premium,HVAC,317.46,268.2,59,11,25,TIRE-CAGE,0,true,true,,316798207327,,2024-08-28 13:30:28
BRA-49172,VEND-004,NAPA,Alternator,Brakes,542.51,155.41,77,6,9,TIRE-CAGE,0,true,true,,794419333010,Negative qty from bad count,2024-09-15T13:30
ELE-13988,VEND-007,ACDelco,Brake pad set front Premium,Electrical,476.99,876.12,16,15,26,TIRE-CAGE,0,false,true,,441317868014,Legacy duplicate SKU?,2024-07-28 13:30:28
FIL-51254,VEND-006,NAPA,Starter,Filters,552.39,820.93,66,12,4,,0,true,false,OLD-7006,223402409133,Core tracked externally,2026-01-05T13:30
ENG-46686,VEND-005,ACDelco,Radiator hose upper,Engine,639.43,924.78,114,14,19,TIRE-CAGE,0,true,true,OLD-3102,825254793356,,01/14/2026
HOS-71124,VEND-007,Denso,Headlamp bulb Premium,Hoses,257.25,960.54,114,14,28,FLUID-RACK,0,false,true,,283949567685,Legacy duplicate SKU?,2025-10-15
BEL-82004,VEND-007,Wagner,Headlamp bulb,Belts,568.13,1036.95,61,11,10,,0,false,false,,745074752122,Special order only,10/16/2024
SUS-82592,VEND-008,Monroe,Headlamp bulb Premium,Suspension,233.44,890.37,10,15,30,A-7-18,0,false,false,OLD-2226,,Legacy duplicate SKU?,09/03/2024
TIR-24413,VEND-009,ACDelco,Alternator,Tires,90.0,402.2,11,8,0,,0,true,false,,,Special order only,2024-08-01T13:30
STE-90614,VEND-006,Motorcraft,Headlamp bulb,Steering,447.69,125.87,46,2,21,B-7-22,27.29,false,true,,887380135708,,2025-12-24T13:30
STE-38232,VEND-005,NAPA,Engine air filter,Steering,181.37,514.98,46,2,18,TIRE-CAGE,0,true,false,,,Legacy duplicate SKU?,2024-05-14
SUS-42468,VEND-009,Denso,Starter Premium,Suspension,461.76,691.23,54,12,15,B-8-10,117.2,true,false,,033294446658,,2025-08-25
STE-36697,VEND-003,ACDelco,Shock absorber,Steering,231.48,937.96,11,11,9,TIRE-CAGE,37.56,true,true,,,Core tracked externally,2024-12-27T13:30
BRA-41774,VEND-002,Wagner,Spark plugs set,Brakes,406.61,373.84,46,11,6,B-5-10,85.32,true,false,,982931131260,Legacy duplicate SKU?,2025-07-04T13:30
SUS-64650,VEND-001,FleetGuard,Alternator,Suspension,455.46,468.07,19,2,12,TIRE-CAGE,0,true,true,,,Legacy duplicate SKU?,2025-11-28 13:30:28
SUS-52186,VEND-009,Moog,Tie rod end,Suspension,342.02,312.04,84,0,24,TIRE-CAGE,0,true,true,,449483117073,Legacy duplicate SKU?,2024-06-29 13:30:28
BEL-90671,VEND-006,FleetGuard,Tie rod end,Belts,426.07,1088.02,113,13,0,A-9-19,0,false,false,,594935087778,Legacy duplicate SKU?,2024-05-09T13:30
BEL-50853,VEND-009,Moog,Serpentine belt Premium,Belts,458.08,263.1,6,11,12,TIRE-CAGE,0,true,true,,,Core tracked externally,2025-02-02T13:30
FIL-79736,VEND-010,Denso,Alternator,Filters,518.41,157.52,13,1,15,TIRE-CAGE,0,true,true,,582873807072,Negative qty from bad count,2026-01-06 13:30:28
ENG-64641,VEND-008,Monroe,DEF fluid 9.46L Economy,Engine,561.14,109.07,-3,2,28,,0,true,true,,,Core tracked externally,2026-03-09
SUS-22135,VEND-009,Bosch,Brake pad set rear HD,Suspension,225.85,1054.61,85,15,27,,0,false,true,,518980545746,,2024-12-16T13:30
HOS-81621,VEND-010,Denso,Wheel seal kit,Hoses,474.42,844.38,117,0,8,A-3-6,0,true,true,,381686506953,Legacy duplicate SKU?,2025-12-15T13:30
TIR-24632,VEND-006,ACDelco,Alternator,Tires,56.51,1149.97,38,6,14,FLUID-RACK,0,true,false,,,Special order only,2025-12-05T13:30
TIR-19311,VEND-005,ACDelco,Headlamp bulb,Tires,521.98,480.87,9,14,7,,0,false,false,,,Legacy duplicate SKU?,10/27/2024
BEL-32609,VEND-009,Monroe,Brake pad set front,Belts,346.2,170.5,106,11,24,FLUID-RACK,7.22,true,true,,561331347268,Core tracked externally,09/01/2024
FLU-95079,VEND-005,Motorcraft,Wheel seal kit,Fluids,300.01,590.64,29,0,11,B-8-11,0,true,false,,,Special order only,2025-12-12 13:30:28
ELE-97697,VEND-003,Wagner,Headlamp bulb,Electrical,640.04,1074.65,31,11,3,FLUID-RACK,0,false,false,,295173219281,,2024-12-29T13:30
BRA-14215,VEND-002,NAPA,Shock absorber,Brakes,649.22,1130.01,74,12,22,B-4-5,58.95,false,true,,494147386925,,2026-03-22T13:30
FIL-58033,VEND-004,Moog,Cabin air filter Economy,Filters,145.21,890.73,97,7,12,B-5-9,0,true,false,,308547386277,Special order only,2025-03-18T13:30
LIG-85062,VEND-004,FleetGuard,DEF fluid 9.46L,Lighting,608.29,65.48,53,7,26,TIRE-CAGE,0,true,true,,287044727169,Special order only,2025-02-19T13:30
STE-38630,VEND-006,Denso,Engine air filter HD,Steering,444.17,1013.27,22,0,7,A-12-8,0,true,true,,750184407504,Core tracked externally,2025-01-15T13:30
BOD-91123,VEND-009,Wagner,Headlamp bulb HD,Body,11.86,321.13,61,5,12,B-3-10,0,true,true,,330804038535,Negative qty from bad count,05/20/2024
HOS-33101,VEND-009,FleetGuard,Tie rod end HD,Hoses,443.95,392.37,118,3,11,FLUID-RACK,0,true,true,,063538527273,,2024-12-22T13:30
BOD-16561,VEND-006,Moog,Starter,Body,219.6,1125.78,106,5,13,FLUID-RACK,105.68,true,false,,,,2024-12-22T13:30
BRA-96626,VEND-010,Bosch,Engine air filter Economy,Brakes,150.42,662.58,89,10,12,FLUID-RACK,0,false,true,,,Negative qty from bad count,2025-08-30T13:30
FLU-96722,VEND-006,FleetGuard,Shock absorber,Fluids,370.53,368.1,103,4,19,FLUID-RACK,0,true,true,,519615741372,,2025-01-10T13:30
TIR-17332,VEND-002,Moog,Headlamp bulb Economy,Tires,581.63,139.27,19,15,8,A-11-25,116.77,false,true,,,Special order only,11/24/2025
BEL-49306,VEND-002,NAPA,Battery 94R Premium,Belts,437.4,26.15,66,1,7,A-1-30,0,true,true,,,Core tracked externally,11/11/2025
STE-77707,VEND-003,ACDelco,Radiator hose upper,Steering,626.1,1059.35,-3,12,27,A-8-19,0,true,false,,604939231534,,08/26/2024
BRA-87642,VEND-009,NAPA,Shock absorber,Brakes,211.39,753.35,13,15,4,A-5-33,0,true,true,,458675891360,,2025-05-31T13:30
ELE-83497,VEND-006,Bosch,Wheel seal kit HD,Electrical,475.64,32.4,18,6,13,B-3-18,0,false,true,,,Core tracked externally,2024-08-29T13:30
